"folio","dif_inf","dif_url","portinte","edo_fina","pre_serv","pln_prog","in_efi","re_hid","di_tari","ben_subs","obr_proc","di_otro","d_otr_es","sif_opn","opn_impl","opn_bita","opn_moni","opn_apcu","opn_entr","opn_apen","opn_otrm","opin_esp","rep_quej","fuga_pro","atn_most","carc_liq","opn_otro","es_ot_as"
"16103","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"16104","1","FACEBOOK.COM/OOAPASVILLAMAR","1","","","","","","","","1","","","1","","","1","","","","","","1","1","","","",""
"16105","1","HTTP://VISTAHERMOSA.GOB.MX","2","","1","","1","","1","","1","","","1","1","","","","","","","","1","1","1","","",""
"16106","1","HTTPS://WWW.FACEBOOK.COM/COMAPAYURECUARO/?REF=PAGES_YOU_MANAGE","1","","1","","","","","","1","","","2","","","","","","","","","","","","","",""
"16107","1","SAPASZACAPU.ORG.MX","1","1","1","1","1","","1","","","","","1","","","1","1","","","","","1","1","1","1","",""
"16108","1","HTTP://SISTEMAS.SAPAZ.GOB.MX:81/TRANSPARENCIA/","1","1","","1","1","","","1","","","","1","1","1","","","","","","","1","1","1","","",""
"16109","1","FACEBOOK.COM/H.AYUNTAMIENTODEZINAPARO/","2","","1","1","","","","1","1","","","2","","","","","","","","","","","","","",""
"16110","1","HTTPS://WWW.ZINAPECUAROGOB.MX/ZINAPECUAROGOB.MX","2","1","","","1","","","","","","","2","","","","","","","","","","","","","",""
"16111","2","","0","","","","","","","","","","","1","","","","1","","","","","1","1","","","",""
"16112","1","SAPASZITACUARO.GOB.MX","1","1","","1","","","1","","","","","2","","","","","","","","","","","","","",""
"16113","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17001","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17002","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17003","0","plataformadetrasparencia.org.mx/web","2","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17004","1","SOAPSA.000WEBHOSTAPP.COM","1","","","","","","1","1","","","","2","","","","","","","","","","","","","",""
"17005","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17006","1","HTTPS://WWW.SOAPSC.GOB.MX/","1","1","","","","","","","","","","1","1","","1","","","","1","","1","1","1","","",""
"17007","1","WWW.SAPAC.GOB.MX","1","","","","","","","","1","","","2","","","","","","","","","","","","","",""
"17008","1","SICAPEZAPATA@GOB.MX","1","","","1","1","","1","","","","","1","1","","","","","","","","1","1","1","","",""
"17009","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17010","2","","0","","","","","","","","","","","1","","","","1","","","","","1","","","","",""
"17011","1","SCAPSJ.GOB.MX","1","1","1","1","","","","","","","","2","","","","","","","","","","","","","",""
"17012","1","HTTP://JOJUTLA.GOB.MX/AGUAPOTABLE/","1","","1","","","","","","1","","","1","","1","","","","","","","1","1","1","","",""
"17013","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17014","1","HTTPS://WWW.PLATAFORMADETRANSPARENCIA.ORG.MX/GROUP/GUEST/PORTALES-DE-OBLIGACIONES","1","","1","","","","","","","","","2","","","","","","","","","","","","","",""
"17015","1","FACEBOOK.COM/TODOSSOMOSMIACATLAN","2","","1","1","","","","","1","","","1","","1","","","","1","1","ATENCION DE QUEJAS Y SUGERENCIAS A TRAVES DE OFICINA DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO","1","1","","","",""
"17016","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17017","1","MUNICIPIOPUENTEDEIXTLA.GOB.MX","2","","","","","","","","1","","","1","","1","","","","","","","1","1","1","1","",""
"17018","1","SCAPSATM.GOB.MX","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","","","1","1","1","","",""
"17019","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17020","1","FACEBOOK.COM/AYUNTAMIENTOTEPOZTLAN2019","2","","1","","1","1","1","","","","","1","","1","1","","","","","","1","1","1","1","",""
"17021","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17022","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17023","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17024","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17025","1","FACEBOOK.COM PAGINA DE TLAQUILTENANGO","2","","1","","","","1","","1","","","1","","1","","1","","","","","1","","1","1","",""
"17026","1","FACEBOOK.COM/SOAPATOFICIAL/","1","","1","","","","","","","","","1","","1","","","","","","","1","","","","",""
"17027","1","PORTAL NACIONAL DE TRANSPARENCIA","2","","","1","","","1","","","","","1","","1","","","","","","","1","1","1","","",""
"17028","2","","0","","","","","","","","","","","1","1","1","","","","","","","1","1","1","","",""
"17029","1","","1","","1","","","","","","","","","2","","","","","","","","","","","","","",""
"17030","1","","2","","1","1","","","","","1","","","1","1","","1","","","","","","","1","","","",""
"17031","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17032","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17033","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17034","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17035","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"17036","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"18001","1","HTTPS://WWW.FACEBOOK.COM/OROMAPASACAPONETA/","1","","","","","","","","1","","","1","","","1","","","","","","1","1","1","","",""
"18002","1","HTTP://AHUACATLANAVANZA.GOB.MX/OOAPA-2/","1","1","1","1","1","","1","1","1","","","2","","","","","","","","","","","","","",""
"18003","2","","0","","","","","","","","","","","1","1","","","","","","","","1","","","","",""
"18004","1","","2","1","1","","1","","1","1","","","","2","","","","","","","","","","","","","",""
"18005","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"18006","1","HTTP://OOMAPASI.COM.MX/","1","1","1","1","1","","1","","","","TODO LO SEÑALADO SE ENCUENTRA EN EL PORTAL DENTRO DEL APARTADO DE TREANSPARENCIA","1","","1","","","","","","","1","1","1","1","",""
"18007","1","HTTP://JALA.GOB.MX/SIAPA/","1","","","1","","","","1","","","","1","","1","","1","","","","","1","1","","","",""
"18008","1","HTTPS://OROMAPAS.XALISCO.GOB.MX/","1","1","","","","","1","","1","","","1","1","","1","1","","","","","","","1","","",""
"18009","1","HTTPS://DOCPLAYER.ES/16587343-ORGANISMO-OPERADOR-MUNICIPAL-DE-AGUA-POTABLE-ALCANTARILLADO-Y-SANEAMIENTO-DEL-NAYAR.HTML","1","","1","","","","","","","","","2","","","","","","","","","","","","","",""
"18010","1","HTTP://OROMAPAS.ROSAMORADANAY.GOB.MX","1","1","","1","","","1","","","","","2","","","","","","","","","","","","","",""
"18011","1","HTTPS://WWW.FACEBOOK.COM/OROMAPAS-RUIZ-463607041079786/","1","","","1","","","","","1","","","1","","","1","","1","","","","","1","1","1","",""
"18012","1","WWW.OROMAPAS.SANBLASNAYARIT.GOB,MX","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","","1","1","1","1","",""
"18013","1","WWW.OROMAPAS.SANPEDROLAGUNILLAS.GOB.MX","1","1","","","","","1","","","","","2","","","","","","","","","","","","","",""
"18014","1","HTTPS://SANTAMARIADELORO.NAYARIT.GOB.MX/INDEX.PHP/AYUNTAMIENTO/ORGANISMOS-DESCENTRALIZADOS/OROMAPAS","2","1","1","","1","","1","","1","","","1","1","","1","","1","","","","1","1","1","1","",""
"18015","1","HTTPS://WWW.FACEBOOK.COM/GOBIERNODESANTIAGO/","2","","","1","","1","1","1","1","","","1","","","","","1","","","","1","1","1","","",""
"18016","0","","0","","","","","","","","","","","1","","1","","","","","","","1","","","","",""
"18017","1","HTTP://TRANSPARENCIA.SIAPA.TEPIC.GOB.MX/","1","1","","1","1","","","1","","","","1","1","1","1","","","","","","1","1","1","1","",""
"18018","2","","0","","","","","","","","","","","1","","","","","1","","","","1","1","1","","",""
"18019","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"18020","1","OROMAPAS.GOB.MX","1","1","1","1","1","","1","1","","","","1","1","1","","1","","","","","1","1","1","1","",""
"19001","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19002","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19003","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19004","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19005","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19006","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19007","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19008","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19009","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19010","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19011","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19012","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19013","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19014","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19015","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19016","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19017","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19018","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19019","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19020","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19021","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19022","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19023","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19024","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19025","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19026","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19027","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19028","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19029","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19030","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19031","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19032","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19033","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19034","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19035","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19036","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19037","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
"19038","1","HTTP://SADM.GOB.MX/","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","","",""
